The Bye Bye Man,2017,96 min,"Horror Thrillers",Three college students move into an off-campus house and discover they've unwittingly unleashed a supernatural killer known as the Bye Bye Man.
The Captive,2014,112 min,"Drama Thrillers","Eight years after their daughter's abduction tore them apart, her parents receive enigmatic clues from the kidnapper hinting that she's still alive."
The Chosenía"Spain,2016,111 min,"Drama International Thrillers","In 1937, Spanish revolutionary Ramón trains as a Soviet spy, impersonating a wealthy Belgian as part of a plot to assassinate Leon Trotsky in Mexico."
The Confirmation,2016,101 min,"Comedie Drama Independent ",A divorced handyman with a drinking problem bonds with his 8-year-old son when a search for his stolen toolbox leads to a series of misadventures.
The Consul's Son,2011,114 min,"Comedie International Thrillers",A notorious forger known for his ability to create fake passports and visas finds himself the target of a con man's ruse.
The Damned Rain,2009,99 min,"Drama International ","An optimistic farmer is determined to succeed in spite of the lack of rain in his region, and the sinking spirits around him."
The Departed,2006,151 min,"Drama Thrillers",Two rookie Boston cops are sent deep undercover – one inside the gang of a charismatic Irish mob boss and the other double-crossing his own department.
The Forbidden Kingdom,2008,104 min,"Action & Adventure, Sci-Fi & Fantasy",Jackie Chan and Jet Li star in this rousing adventure about a martial arts movie fan who finds a mystical staff that transports him to ancient China.
The Founder Hancock,2016,115 min,Drama"After a fateful encounter with the McDonald brother struggling salesman Ray Kroc becomes driven to change the way hamburgers are made and sold."
The Gathering,2003,124 min,"Comedie Drama International ","Between divorce, bad relationships and coming out as gay, a group of affluent friends realize that none of their lives are as easy as they seem."
The Gospel of Mark,2015,123 min,"Drama Faith & Spirituality","See Jesus from a disciple's point of view in this first-ever, word-for-word film adaptation of the Gospel of Mark, lauded for its historical accuracy."
The Gospel of Matthew,2014,190 min,"Drama Faith & Spirituality",The Apostle Matthew is highlighted in this word-for-word film adaptation of the former tax collector's Biblical writings about working with Jesus.
The Great Gambler,1979,161 min,"Action & Adventure, Classic Cult ","After unwittingly using his skills to obtain military secret a gambler is pursued by a police officer who happens to be his doppelgänger."
The Great Raid,2005,133 min,"Action & Adventure, Dramas","In World War II, a battalion goes on a daring rescue mission to liberate the Americans and Filipinos who've been captured by the Japanese."
The Holy Man-Yim,2005,92 min,"Comedie Faith & Spirituality, International ","Formerly a troubled youth, a monk is given charge of a Buddhist temple neglected by superstitious villagers under the spell of a fake psychic."
The Humanity Bureau. King,2017,94 min,"Action & Adventure, Sci-Fi & Fantasy","In a dystopian, near-future United State a deportation caseworker who has begun to question authority tries to safeguard a woman and her young son."
The Last Days of Chez NouGillian Armstrong,1992,93 min,"Classic Dramas",Successful writer Beth's tepid marriage and home life face a new round of challenges when her footloose younger sister arrives for an extended visit.
The Legend of Michael Mishra,2016,118 min,"Comedie Drama International ","After a life of crime, a notorious kidnapper tries to change his ways and turn over a new leaf to win the heart of the woman he loves."
The Lives of OtherFlorian Henckel von Donnersmarck,2006,138 min,"Drama International Thrillers","As a secret police agent eavesdrops on a successful writer in East Germany in 1984, he becomes increasingly fascinated by the man's life and politics."
The LodgerBrian O'Malley,2017,93 min,"Horror International ","Twin siblings live under a curse in their ancestral home, but one of them is tempted to defy house rule angering the spirits keeping them hostage."
The Look of Silence,2014,103 min,"Documentarie International ","In a society terrorized into silence, the brother of a 1960s Indonesian genocide victim learns the identity of his murderers and confronts them."
The Lovers and the Despot,2016,98 min,"Documentarie International ",This firsthand account tells of two kidnapped South Korean movie professionals who became the unwilling personal filmmakers of dictator Kim Jong-il.
The Mad Monk,1993,85 min,"Comedie International Sci-Fi & Fantasy","To avoid punishment for his misdeed an arrogant god accepts a mission to reform three mortals on earth, where he must also contend with a demon."
The Men Who Stare at GoatGrant Heslov,2009,94 min,Comedie"A journalist latches onto an unbelievable story in Iraq when he meets Lyn, a man of mysterious origins who reveals he was a ""warrior monk."""
The Monster,2016,91 min,"Horror Independent ",A troubled mother-daughter relationship faces the ultimate test when the duo’s broken-down car leaves them trapped within reach of a vicious creature.
The Naked Gun 2 1/2: The Smell of Fear,1991,85 min,Comedie"Bumbling cop Frank Drebin is out to foil the big boys in the energy industry, who intend to suppress technology that would put them out of business."
The Parole Officer,2001,94 min,"Action & Adventure, Comedies","After witnessing a murder, Simon Garden is framed – and the only evidence that proves his innocence is a videotape locked inside a bank vault."
The Pink Panther,2006,93 min,"Children & Family Comedies",Bumbling Inspector Clouseau must solve the murder of a world-famous soccer coach and catch the thief who stole his priceless diamond ring.
The Prince. Miller,2014,91 min,Action & Adventure,A former Mafia hit man living quietly as a mechanic veers back into his old world after his daughter is abducted and faces an old foe in New Orleans.
The Prince & Me,2004,111 min,"Comedie Romantic ","A hardworking Wisconsin college student falls for her arrogant yet charming classmate, unaware that he's a Danish prince attending school incognito."
The Rainmaker Coppola,1997,136 min,"Drama Thrillers",A young attorney and a scrappy paralegal work to help the parents of a terminally ill boy in their suit against an insurance company.
The Republic of Imbaba-Badry,2015,90 min,"Drama International ","Living on the edges of Cairo’s Embabah neighborhood, several residents seek to better their circumstances following the January 25 Revolution."
The Right One Bagoury,2011,93 min,"Drama International Romantic ","Under pressure to marry, a rich playboy is conflicted between four women who each possess a different quality he desires in his ideal wife."
The Riot Club,2014,107 min,"Drama International ","After being drafted into an elite secret society, a pair of students at Oxford University see the group's extreme debauchery spiral out of control."
The Sign of VenuDino Risi,1955,97 min,"Classic Comedie Independent ","While suitors swoon over her cousin, a single woman takes initiative in finding herself a partner after receiving a favorable romantic fortune."
The SimilarIsaac Ezban,2015,90 min,"Horror Independent Movie International ","Stranded in a transit station one stormy night in 1968, eight strangers begin to fall victim to seizure only to wake up disturbingly altered."
